  Grid,   Temperature,   Uvec,  C7H16, O2, CO2
   6.967e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   6.941e-14
   7.018e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   8.636e-14
   7.068e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   1.077e-13
   7.118e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   1.346e-13
   7.168e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   1.686e-13
   7.218e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   2.121e-13
   7.268e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   2.678e-13
   7.318e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   3.401e-13
   7.368e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   4.349e-13
   7.419e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   5.612e-13
   7.469e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   7.326e-13
   7.519e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   9.705e-13
   7.569e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   1.309e-12
   7.619e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   1.807e-12
   7.669e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   2.557e-12
   7.719e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   3.724e-12
   7.769e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   5.587e-12
   7.820e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   8.631e-12
   7.870e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   1.370e-11
   7.920e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   2.228e-11
   7.970e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   3.697e-11
   8.020e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   6.234e-11
   8.070e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   1.065e-10
   8.120e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   1.835e-10
   8.170e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   3.186e-10
   8.221e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   5.559e-10
   8.271e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   9.736e-10
   8.321e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   1.710e-09
   8.371e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   3.007e-09
   8.421e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   5.297e-09
   8.471e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   9.337e-09
   8.521e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   1.647e-08
   8.571e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   2.906e-08
   8.622e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   5.130e-08
   8.672e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   9.056e-08
   8.722e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   1.599e-07
   8.772e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   2.823e-07
   8.822e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   4.986e-07
   8.872e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   8.804e-07
   8.922e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   1.555e-06
   8.972e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   2.746e-06
   9.023e-03,   3.001e+02,   3.123e-01,   5.611e-02,   2.189e-01,   4.848e-06
   9.073e-03,   3.001e+02,   3.124e-01,   5.611e-02,   2.189e-01,   8.561e-06
   9.123e-03,   3.002e+02,   3.125e-01,   5.610e-02,   2.189e-01,   1.512e-05
   9.173e-03,   3.004e+02,   3.127e-01,   5.609e-02,   2.189e-01,   2.669e-05
   9.223e-03,   3.007e+02,   3.130e-01,   5.608e-02,   2.189e-01,   4.709e-05
   9.273e-03,   3.013e+02,   3.136e-01,   5.604e-02,   2.188e-01,   8.306e-05
   9.323e-03,   3.022e+02,   3.146e-01,   5.599e-02,   2.187e-01,   1.464e-04
   9.373e-03,   3.040e+02,   3.165e-01,   5.589e-02,   2.185e-01,   2.574e-04
   9.424e-03,   3.069e+02,   3.196e-01,   5.572e-02,   2.181e-01,   4.514e-04
   9.474e-03,   3.122e+02,   3.252e-01,   5.542e-02,   2.175e-01,   7.876e-04
   9.524e-03,   3.211e+02,   3.347e-01,   5.491e-02,   2.164e-01,   1.362e-03
   9.574e-03,   3.363e+02,   3.509e-01,   5.406e-02,   2.146e-01,   2.323e-03
