  Grid,   Temperature,   Uvec,  C7H16, O2, CO2
   1.729e-02,   2.043e+03,   1.902e+00,  2.658e-253,   4.412e-02,   1.523e-01
   1.739e-02,   2.043e+03,   1.902e+00,  5.800e-257,   4.412e-02,   1.523e-01
   1.749e-02,   2.043e+03,   1.902e+00,  1.263e-260,   4.412e-02,   1.523e-01
   1.759e-02,   2.044e+03,   1.902e+00,  2.747e-264,   4.411e-02,   1.523e-01
   1.769e-02,   2.044e+03,   1.902e+00,  5.961e-268,   4.411e-02,   1.524e-01
   1.779e-02,   2.044e+03,   1.902e+00,  1.292e-271,   4.410e-02,   1.524e-01
   1.789e-02,   2.044e+03,   1.903e+00,  2.794e-275,   4.410e-02,   1.524e-01
   1.799e-02,   2.044e+03,   1.903e+00,  6.037e-279,   4.410e-02,   1.524e-01
   1.809e-02,   2.044e+03,   1.903e+00,  1.302e-282,   4.409e-02,   1.524e-01
   1.819e-02,   2.044e+03,   1.903e+00,  2.807e-286,   4.409e-02,   1.524e-01
   1.829e-02,   2.044e+03,   1.903e+00,  6.043e-290,   4.408e-02,   1.525e-01
   1.839e-02,   2.045e+03,   1.903e+00,  1.300e-293,   4.408e-02,   1.525e-01
   1.849e-02,   2.045e+03,   1.903e+00,  2.796e-297,   4.408e-02,   1.525e-01
   1.859e-02,   2.045e+03,   1.903e+00,  6.013e-301,   4.408e-02,   1.525e-01
   1.869e-02,   2.045e+03,   1.903e+00,  1.294e-304,   4.407e-02,   1.525e-01
   1.879e-02,   2.045e+03,   1.903e+00,  2.785e-308,   4.407e-02,   1.525e-01
   1.889e-02,   2.045e+03,   1.903e+00,  6.006e-312,   4.407e-02,   1.525e-01
   1.899e-02,   2.045e+03,   1.904e+00,  1.298e-315,   4.407e-02,   1.525e-01
   1.910e-02,   2.045e+03,   1.904e+00,  2.829e-319,   4.406e-02,   1.525e-01
   1.920e-02,   2.045e+03,   1.904e+00,  4.200e-322,   4.406e-02,   1.526e-01
   1.930e-02,   2.045e+03,   1.904e+00,  1.976e-322,   4.406e-02,   1.526e-01
   1.940e-02,   2.046e+03,   1.904e+00, -4.990e-322,   4.406e-02,   1.526e-01
   1.950e-02,   2.046e+03,   1.904e+00, -1.062e-321,   4.406e-02,   1.526e-01
   1.960e-02,   2.046e+03,   1.904e+00, -1.117e-321,   4.405e-02,   1.526e-01
   1.970e-02,   2.046e+03,   1.904e+00,  1.033e-321,   4.405e-02,   1.526e-01
   1.980e-02,   2.046e+03,   1.904e+00,  4.941e-324,   4.405e-02,   1.526e-01
   1.990e-02,   2.046e+03,   1.904e+00,  1.779e-322,   4.405e-02,   1.526e-01
   2.000e-02,   2.046e+03,   1.904e+00,  1.779e-322,   4.405e-02,   1.526e-01
