# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s]
0.0119,0.00196119,24.6718,608.7,6.19958e-06,296.664,300,0.164806
0.01195,0.00196943,24.6709,608.653,6.19887e-06,296.664,300,0.164806
0.012,0.00197767,24.67,608.607,6.19817e-06,296.664,300,0.164806
0.01205,0.00198591,24.669,608.561,6.19747e-06,296.664,300,0.164806
0.0121,0.00199415,24.6681,608.515,6.19676e-06,296.664,300,0.164806
0.01215,0.00200239,24.6672,608.469,6.19606e-06,296.664,300,0.164806
0.0122,0.00201063,24.6662,608.423,6.19535e-06,296.663,300,0.164806
0.01225,0.00201887,24.6653,608.377,6.19465e-06,296.663,300,0.164806
0.0123,0.00202711,24.6644,608.33,6.19394e-06,296.663,300,0.164806
0.01235,0.00203535,24.6634,608.284,6.19324e-06,296.663,300,0.164806
0.0124,0.00204359,24.6625,608.238,6.19254e-06,296.663,300,0.164806
0.01245,0.00205183,24.6615,608.192,6.19183e-06,296.663,300,0.164806
0.0125,0.00206007,24.6606,608.146,6.19113e-06,296.663,300,0.164806
0.01255,0.00206831,24.6597,608.1,6.19043e-06,296.663,300,0.164806
0.0126,0.00207655,24.6587,608.054,6.18972e-06,296.663,300,0.164806
0.01265,0.00208479,24.6578,608.008,6.18902e-06,296.663,300,0.164806
0.0127,0.00209303,24.6569,607.961,6.18831e-06,296.663,300,0.164806
0.01275,0.00210127,24.6559,607.915,6.18761e-06,296.663,300,0.164806
0.0128,0.00210951,24.655,607.869,6.18691e-06,296.663,300,0.164806
0.01285,0.00211775,24.6541,607.823,6.1862e-06,296.663,300,0.164806
0.0129,0.00212599,24.6531,607.777,6.1855e-06,296.662,300,0.164806
0.01295,0.00213423,24.6522,607.731,6.1848e-06,296.662,300,0.164806
0.013,0.00214247,24.6513,607.685,6.18409e-06,296.662,300,0.164806
0.01305,0.00215071,24.6503,607.639,6.18339e-06,296.662,300,0.164806
0.0131,0.00215895,24.6494,607.593,6.18269e-06,296.662,300,0.164806
0.01315,0.00216719,24.6485,607.547,6.18198e-06,296.662,300,0.164806
0.0132,0.00217543,24.6475,607.5,6.18128e-06,296.662,300,0.164806
0.01325,0.00218367,24.6466,607.454,6.18058e-06,296.662,300,0.164806
0.0133,0.00219191,24.6457,607.408,6.17988e-06,296.662,300,0.164806
0.01335,0.00220016,24.6447,607.362,6.17917e-06,296.662,300,0.164806
0.0134,0.0022084,24.6438,607.316,6.17847e-06,296.662,300,0.164806
0.01345,0.00221664,24.6428,607.27,6.17777e-06,296.662,300,0.164806
0.0135,0.00222488,24.6419,607.224,6.17706e-06,296.662,300,0.164806
0.01355,0.00223312,24.641,607.178,6.17636e-06,296.662,300,0.164806
0.0136,0.00224136,24.64,607.132,6.17566e-06,296.662,300,0.164806
0.01365,0.0022496,24.6391,607.086,6.17496e-06,296.662,300,0.164806
0.0137,0.00225784,24.6382,607.04,6.17425e-06,296.662,300,0.164806
0.01375,0.00226608,24.6372,606.994,6.17355e-06,296.662,300,0.164806
0.0138,0.00227432,24.6363,606.948,6.17285e-06,296.662,300,0.164806
0.01385,0.00228256,24.6354,606.901,6.17215e-06,296.662,300,0.164806
0.0139,0.0022908,24.6344,606.855,6.17144e-06,296.662,300,0.164806
0.01395,0.00229904,24.6335,606.809,6.17074e-06,296.662,300,0.164806
0.014,0.00230728,24.6326,606.763,6.17004e-06,296.662,300,0.164806
0.01405,0.00231552,24.6316,606.717,6.16934e-06,296.661,300,0.164806
0.0141,0.00232376,24.6307,606.671,6.16863e-06,296.661,300,0.164806
0.01415,0.002332,24.6298,606.625,6.16793e-06,296.661,300,0.164806
0.0142,0.00234024,24.6288,606.579,6.16723e-06,296.661,300,0.164806
0.01425,0.00234848,24.6279,606.533,6.16653e-06,296.661,300,0.164806
0.0143,0.00235672,24.627,606.487,6.16583e-06,296.661,300,0.164806
0.01435,0.00236496,24.626,606.441,6.16512e-06,296.661,300,0.164806
0.0144,0.0023732,24.6251,606.395,6.16442e-06,296.661,300,0.164806
0.01445,0.00238144,24.6242,606.349,6.16372e-06,296.661,300,0.164806
0.0145,0.00238968,24.6232,606.303,6.16302e-06,296.661,300,0.164806
