# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0.053159,0.00419285,16.0003,256.009,1.7023e-06,290.91,300,0.0788737,-7.51654e-07,0.720089,793.961
0.0531834,0.00419477,15.9983,255.947,1.70168e-06,290.91,300,0.0788737,-7.51563e-07,0.720002,793.961
0.0532078,0.0041967,15.9964,255.885,1.70106e-06,290.91,300,0.0788737,-7.51472e-07,0.719915,793.961
0.0532322,0.00419862,15.9945,255.823,1.70044e-06,290.91,300,0.0788737,-7.51381e-07,0.719827,793.961
0.0532567,0.00420055,15.9925,255.76,1.69982e-06,290.91,300,0.0788737,-7.5129e-07,0.71974,793.961
0.0532811,0.00420248,15.9906,255.698,1.6992e-06,290.91,300,0.0788737,-7.51198e-07,0.719652,793.961
0.0533055,0.0042044,15.9886,255.636,1.69859e-06,290.91,300,0.0788737,-7.51107e-07,0.719565,793.961
0.0533299,0.00420633,15.9867,255.574,1.69797e-06,290.91,300,0.0788737,-7.51016e-07,0.719478,793.961
0.0533543,0.00420825,15.9847,255.512,1.69735e-06,290.91,300,0.0788737,-7.50925e-07,0.71939,793.961
0.0533788,0.00421018,15.9828,255.45,1.69673e-06,290.91,300,0.0788737,-7.50833e-07,0.719303,793.961
0.0534032,0.00421211,15.9809,255.388,1.69611e-06,290.91,300,0.0788737,-7.50742e-07,0.719215,793.961
0.0534276,0.00421403,15.9789,255.326,1.69549e-06,290.91,300,0.0788737,-7.50651e-07,0.719128,793.961
0.053452,0.00421596,15.977,255.264,1.69487e-06,290.91,300,0.0788737,-7.50559e-07,0.71904,793.961
0.0534764,0.00421788,15.975,255.201,1.69425e-06,290.91,300,0.0788737,-7.50468e-07,0.718953,793.961
0.0535008,0.00421981,15.9731,255.139,1.69363e-06,290.91,300,0.0788737,-7.50377e-07,0.718865,793.961
0.0535253,0.00422174,15.9711,255.077,1.69302e-06,290.91,300,0.0788737,-7.50285e-07,0.718778,793.961
0.0535497,0.00422366,15.9692,255.015,1.6924e-06,290.91,300,0.0788737,-7.50194e-07,0.71869,793.961
0.0535741,0.00422559,15.9672,254.953,1.69178e-06,290.91,300,0.0788737,-7.50103e-07,0.718603,793.961
0.0535985,0.00422751,15.9653,254.891,1.69116e-06,290.91,300,0.0788737,-7.50011e-07,0.718515,793.961
0.0536229,0.00422944,15.9634,254.829,1.69054e-06,290.91,300,0.0788737,-7.4992e-07,0.718428,793.961
0.0536474,0.00423137,15.9614,254.767,1.68993e-06,290.91,300,0.0788737,-7.49829e-07,0.71834,793.961
0.0536718,0.00423329,15.9595,254.704,1.68931e-06,290.91,300,0.0788737,-7.49737e-07,0.718253,793.961
0.0536962,0.00423522,15.9575,254.642,1.68869e-06,290.91,300,0.0788737,-7.49646e-07,0.718165,793.961
0.0537206,0.00423714,15.9556,254.58,1.68807e-06,290.91,300,0.0788737,-7.49554e-07,0.718077,793.961
0.053745,0.00423907,15.9536,254.518,1.68745e-06,290.91,300,0.0788737,-7.49463e-07,0.71799,793.961
0.0537694,0.004241,15.9517,254.456,1.68684e-06,290.91,300,0.0788737,-7.49371e-07,0.717902,793.961
0.0537939,0.00424292,15.9497,254.394,1.68622e-06,290.91,300,0.0788737,-7.4928e-07,0.717815,793.961
0.0538183,0.00424485,15.9478,254.332,1.6856e-06,290.91,300,0.0788737,-7.49189e-07,0.717727,793.961
0.0538427,0.00424677,15.9458,254.27,1.68498e-06,290.91,300,0.0788737,-7.49097e-07,0.717639,793.961
0.0538671,0.0042487,15.9439,254.208,1.68437e-06,290.91,300,0.0788737,-7.49006e-07,0.717552,793.961
0.0538915,0.00425063,15.9419,254.145,1.68375e-06,290.91,300,0.0788737,-7.48914e-07,0.717464,793.961
0.053916,0.00425255,15.94,254.083,1.68313e-06,290.91,300,0.0788737,-7.48823e-07,0.717376,793.961
0.0539404,0.00425448,15.938,254.021,1.68251e-06,290.91,300,0.0788737,-7.48731e-07,0.717289,793.961
0.0539648,0.0042564,15.9361,253.959,1.6819e-06,290.91,300,0.0788737,-7.48639e-07,0.717201,793.961
0.0539892,0.00425833,15.9341,253.897,1.68128e-06,290.91,300,0.0788737,-7.48548e-07,0.717113,793.961
0.0540136,0.00426026,15.9322,253.835,1.68066e-06,290.91,300,0.0788737,-7.48456e-07,0.717026,793.961
0.0540381,0.00426218,15.9302,253.773,1.68005e-06,290.91,300,0.0788737,-7.48365e-07,0.716938,793.961
0.0540625,0.00426411,15.9283,253.711,1.67943e-06,290.91,300,0.0788737,-7.48273e-07,0.71685,793.961
0.0540869,0.00426603,15.9263,253.648,1.67881e-06,290.91,300,0.0788737,-7.48182e-07,0.716762,793.961
0.0541113,0.00426796,15.9244,253.586,1.6782e-06,290.91,300,0.0788737,-7.4809e-07,0.716675,793.961
0.0541357,0.00426989,15.9224,253.524,1.67758e-06,290.91,300,0.0788737,-7.47998e-07,0.716587,793.961
0.0541601,0.00427181,15.9205,253.462,1.67696e-06,290.91,300,0.0788737,-7.47907e-07,0.716499,793.961
0.0541846,0.00427374,15.9185,253.4,1.67635e-06,290.91,300,0.0788737,-7.47815e-07,0.716411,793.961
0.054209,0.00427566,15.9166,253.338,1.67573e-06,290.91,300,0.0788737,-7.47723e-07,0.716324,793.961
0.0542334,0.00427759,15.9146,253.276,1.67511e-06,290.91,300,0.0788737,-7.47632e-07,0.716236,793.961
0.0542578,0.00427952,15.9127,253.214,1.6745e-06,290.91,300,0.0788737,-7.4754e-07,0.716148,793.961
0.0542822,0.00428144,15.9107,253.152,1.67388e-06,290.91,300,0.0788737,-7.47448e-07,0.71606,793.961
0.0543067,0.00428337,15.9088,253.089,1.67326e-06,290.91,300,0.0788737,-7.47357e-07,0.715972,793.961
0.0543311,0.00428529,15.9068,253.027,1.67265e-06,290.91,300,0.0788737,-7.47265e-07,0.715884,793.961
0.0543555,0.00428722,15.9049,252.965,1.67203e-06,290.91,300,0.0788737,-7.47173e-07,0.715796,793.961
0.0543799,0.00428915,15.9029,252.903,1.67142e-06,290.91,300,0.0788737,-7.47082e-07,0.715709,793.961
0.0544043,0.00429107,15.901,252.841,1.6708e-06,290.91,300,0.0788737,-7.4699e-07,0.715621,793.961
0.0544287,0.004293,15.899,252.779,1.67019e-06,290.91,300,0.0788737,-7.46898e-07,0.715533,793.961
0.0544532,0.00429492,15.8971,252.717,1.66957e-06,290.91,300,0.0788737,-7.46806e-07,0.715445,793.961
0.0544776,0.00429685,15.8951,252.655,1.66895e-06,290.91,300,0.0788737,-7.46715e-07,0.715357,793.961
0.054502,0.00429877,15.8932,252.592,1.66834e-06,290.91,300,0.0788737,-7.46623e-07,0.715269,793.961
0.0545264,0.0043007,15.8912,252.53,1.66772e-06,290.91,300,0.0788737,-7.46531e-07,0.715181,793.961
0.0545508,0.00430263,15.8892,252.468,1.66711e-06,290.91,300,0.0788737,-7.46439e-07,0.715093,793.961
0.0545753,0.00430455,15.8873,252.406,1.66649e-06,290.91,300,0.0788737,-7.46347e-07,0.715005,793.961
0.0545997,0.00430648,15.8853,252.344,1.66588e-06,290.91,300,0.0788737,-7.46255e-07,0.714917,793.961
0.0546241,0.0043084,15.8834,252.282,1.66526e-06,290.91,300,0.0788737,-7.46164e-07,0.714829,793.961
0.0546485,0.00431033,15.8814,252.22,1.66465e-06,290.91,300,0.0788737,-7.46072e-07,0.714741,793.961
0.0546729,0.00431226,15.8795,252.158,1.66403e-06,290.91,300,0.0788737,-7.4598e-07,0.714653,793.961
0.0546973,0.00431418,15.8775,252.096,1.66342e-06,290.91,300,0.0788737,-7.45888e-07,0.714565,793.961
0.0547218,0.00431611,15.8756,252.033,1.6628e-06,290.91,300,0.0788737,-7.45796e-07,0.714477,793.961
0.0547462,0.00431803,15.8736,251.971,1.66219e-06,290.91,300,0.0788737,-7.45704e-07,0.714389,793.961
0.0547706,0.00431996,15.8716,251.909,1.66157e-06,290.91,300,0.0788737,-7.45612e-07,0.714301,793.961
0.054795,0.00432189,15.8697,251.847,1.66096e-06,290.91,300,0.0788737,-7.4552e-07,0.714213,793.961
0.0548194,0.00432381,15.8677,251.785,1.66034e-06,290.91,300,0.0788737,-7.45428e-07,0.714125,793.961
0.0548439,0.00432574,15.8658,251.723,1.65973e-06,290.91,300,0.0788737,-7.45337e-07,0.714037,793.961
0.0548683,0.00432766,15.8638,251.661,1.65912e-06,290.91,300,0.0788737,-7.45245e-07,0.713949,793.961
0.0548927,0.00432959,15.8619,251.599,1.6585e-06,290.91,300,0.0788737,-7.45153e-07,0.713861,793.961
0.0549171,0.00433152,15.8599,251.536,1.65789e-06,290.91,300,0.0788737,-7.45061e-07,0.713773,793.961
0.0549415,0.00433344,15.8579,251.474,1.65727e-06,290.91,300,0.0788737,-7.44969e-07,0.713684,793.961
0.054966,0.00433537,15.856,251.412,1.65666e-06,290.91,300,0.0788737,-7.44877e-07,0.713596,793.961
0.0549904,0.00433729,15.854,251.35,1.65605e-06,290.91,300,0.0788737,-7.44785e-07,0.713508,793.961
0.0550148,0.00433922,15.8521,251.288,1.65543e-06,290.91,300,0.0788737,-7.44693e-07,0.71342,793.961
0.0550392,0.00434115,15.8501,251.226,1.65482e-06,290.91,300,0.0788737,-7.44601e-07,0.713332,793.961
0.0550636,0.00434307,15.8481,251.164,1.6542e-06,290.91,300,0.0788737,-7.44509e-07,0.713244,793.961
0.055088,0.004345,15.8462,251.102,1.65359e-06,290.91,300,0.0788737,-7.44416e-07,0.713156,793.961
0.0551125,0.00434692,15.8442,251.04,1.65298e-06,290.91,300,0.0788737,-7.44324e-07,0.713067,793.961
0.0551369,0.00434885,15.8423,250.977,1.65236e-06,290.91,300,0.0788737,-7.44232e-07,0.712979,793.961
0.0551613,0.00435078,15.8403,250.915,1.65175e-06,290.91,300,0.0788737,-7.4414e-07,0.712891,793.961
0.0551857,0.0043527,15.8383,250.853,1.65114e-06,290.91,300,0.0788737,-7.44048e-07,0.712803,793.961
0.0552101,0.00435463,15.8364,250.791,1.65052e-06,290.91,300,0.0788737,-7.43956e-07,0.712714,793.961
0.0552346,0.00435655,15.8344,250.729,1.64991e-06,290.91,300,0.0788737,-7.43864e-07,0.712626,793.961
0.055259,0.00435848,15.8325,250.667,1.6493e-06,290.91,300,0.0788737,-7.43772e-07,0.712538,793.961
0.0552834,0.00436041,15.8305,250.605,1.64868e-06,290.91,300,0.0788737,-7.4368e-07,0.71245,793.961
0.0553078,0.00436233,15.8285,250.543,1.64807e-06,290.91,300,0.0788737,-7.43587e-07,0.712361,793.961
0.0553322,0.00436426,15.8266,250.48,1.64746e-06,290.91,300,0.0788737,-7.43495e-07,0.712273,793.961
0.0553566,0.00436618,15.8246,250.418,1.64685e-06,290.91,300,0.0788737,-7.43403e-07,0.712185,793.961
0.0553811,0.00436811,15.8227,250.356,1.64623e-06,290.91,300,0.0788737,-7.43311e-07,0.712096,793.961
0.0554055,0.00437004,15.8207,250.294,1.64562e-06,290.91,300,0.0788737,-7.43219e-07,0.712008,793.961
0.0554299,0.00437196,15.8187,250.232,1.64501e-06,290.91,300,0.0788737,-7.43126e-07,0.71192,793.961
0.0554543,0.00437389,15.8168,250.17,1.6444e-06,290.91,300,0.0788737,-7.43034e-07,0.711831,793.961
0.0554787,0.00437581,15.8148,250.108,1.64378e-06,290.91,300,0.0788737,-7.42942e-07,0.711743,793.961
0.0555032,0.00437774,15.8128,250.046,1.64317e-06,290.91,300,0.0788737,-7.4285e-07,0.711655,793.961
0.0555276,0.00437967,15.8109,249.984,1.64256e-06,290.91,300,0.0788737,-7.42757e-07,0.711566,793.961
0.055552,0.00438159,15.8089,249.921,1.64195e-06,290.91,300,0.0788737,-7.42665e-07,0.711478,793.961
0.0555764,0.00438352,15.8069,249.859,1.64133e-06,290.91,300,0.0788737,-7.42573e-07,0.711389,793.961
0.0556008,0.00438544,15.805,249.797,1.64072e-06,290.91,300,0.0788737,-7.42481e-07,0.711301,793.961
0.0556253,0.00438737,15.803,249.735,1.64011e-06,290.91,300,0.0788737,-7.42388e-07,0.711213,793.961
0.0556497,0.0043893,15.801,249.673,1.6395e-06,290.91,300,0.0788737,-7.42296e-07,0.711124,793.961
0.0556741,0.00439122,15.7991,249.611,1.63889e-06,290.91,300,0.0788737,-7.42204e-07,0.711036,793.961
0.0556985,0.00439315,15.7971,249.549,1.63827e-06,290.91,300,0.0788737,-7.42111e-07,0.710947,793.961
0.0557229,0.00439507,15.7951,249.487,1.63766e-06,290.91,300,0.0788737,-7.42019e-07,0.710859,793.961
0.0557473,0.004397,15.7932,249.424,1.63705e-06,290.91,300,0.0788737,-7.41927e-07,0.71077,793.961
0.0557718,0.00439893,15.7912,249.362,1.63644e-06,290.91,300,0.0788737,-7.41834e-07,0.710682,793.961
0.0557962,0.00440085,15.7892,249.3,1.63583e-06,290.91,300,0.0788737,-7.41742e-07,0.710593,793.961
0.0558206,0.00440278,15.7873,249.238,1.63522e-06,290.91,300,0.0788737,-7.41649e-07,0.710505,793.961
0.055845,0.0044047,15.7853,249.176,1.63461e-06,290.91,300,0.0788737,-7.41557e-07,0.710416,793.961
0.0558694,0.00440663,15.7833,249.114,1.63399e-06,290.91,300,0.0788737,-7.41465e-07,0.710328,793.961
0.0558939,0.00440856,15.7814,249.052,1.63338e-06,290.91,300,0.0788737,-7.41372e-07,0.710239,793.961
0.0559183,0.00441048,15.7794,248.99,1.63277e-06,290.91,300,0.0788737,-7.4128e-07,0.710151,793.961
0.0559427,0.00441241,15.7774,248.928,1.63216e-06,290.91,300,0.0788737,-7.41187e-07,0.710062,793.961
0.0559671,0.00441433,15.7755,248.865,1.63155e-06,290.91,300,0.0788737,-7.41095e-07,0.709973,793.961
0.0559915,0.00441626,15.7735,248.803,1.63094e-06,290.91,300,0.0788737,-7.41002e-07,0.709885,793.961
0.0560159,0.00441819,15.7715,248.741,1.63033e-06,290.91,300,0.0788737,-7.4091e-07,0.709796,793.961
0.0560404,0.00442011,15.7696,248.679,1.62972e-06,290.91,300,0.0788737,-7.40817e-07,0.709708,793.961
0.0560648,0.00442204,15.7676,248.617,1.62911e-06,290.91,300,0.0788737,-7.40725e-07,0.709619,793.961
0.0560892,0.00442396,15.7656,248.555,1.6285e-06,290.91,300,0.0788737,-7.40632e-07,0.70953,793.961
0.0561136,0.00442589,15.7637,248.493,1.62789e-06,290.91,300,0.0788737,-7.4054e-07,0.709442,793.961
0.056138,0.00442782,15.7617,248.431,1.62728e-06,290.91,300,0.0788737,-7.40447e-07,0.709353,793.961
0.0561625,0.00442974,15.7597,248.369,1.62667e-06,290.91,300,0.0788737,-7.40355e-07,0.709264,793.961
0.0561869,0.00443167,15.7577,248.306,1.62606e-06,290.91,300,0.0788737,-7.40262e-07,0.709176,793.961
0.0562113,0.00443359,15.7558,248.244,1.62545e-06,290.91,300,0.0788737,-7.40169e-07,0.709087,793.961
0.0562357,0.00443552,15.7538,248.182,1.62484e-06,290.91,300,0.0788737,-7.40077e-07,0.708998,793.961
0.0562601,0.00443745,15.7518,248.12,1.62423e-06,290.91,300,0.0788737,-7.39984e-07,0.70891,793.961
0.0562845,0.00443937,15.7499,248.058,1.62362e-06,290.91,300,0.0788737,-7.39892e-07,0.708821,793.961
0.056309,0.0044413,15.7479,247.996,1.62301e-06,290.91,300,0.0788737,-7.39799e-07,0.708732,793.961
0.0563334,0.00444322,15.7459,247.934,1.6224e-06,290.91,300,0.0788737,-7.39706e-07,0.708643,793.961
0.0563578,0.00444515,15.7439,247.872,1.62179e-06,290.91,300,0.0788737,-7.39614e-07,0.708555,793.961
0.0563822,0.00444707,15.742,247.809,1.62118e-06,290.91,300,0.0788737,-7.39521e-07,0.708466,793.961
0.0564066,0.004449,15.74,247.747,1.62057e-06,290.91,300,0.0788737,-7.39428e-07,0.708377,793.961
0.0564311,0.00445093,15.738,247.685,1.61996e-06,290.91,300,0.0788737,-7.39336e-07,0.708288,793.961
0.0564555,0.00445285,15.736,247.623,1.61935e-06,290.91,300,0.0788737,-7.39243e-07,0.7082,793.961
0.0564799,0.00445478,15.7341,247.561,1.61874e-06,290.91,300,0.0788737,-7.3915e-07,0.708111,793.961
0.0565043,0.0044567,15.7321,247.499,1.61813e-06,290.91,300,0.0788737,-7.39058e-07,0.708022,793.961
0.0565287,0.00445863,15.7301,247.437,1.61752e-06,290.91,300,0.0788737,-7.38965e-07,0.707933,793.961
0.0565532,0.00446056,15.7281,247.375,1.61691e-06,290.91,300,0.0788737,-7.38872e-07,0.707844,793.961
0.0565776,0.00446248,15.7262,247.313,1.6163e-06,290.91,300,0.0788737,-7.38779e-07,0.707755,793.961
0.056602,0.00446441,15.7242,247.25,1.61569e-06,290.91,300,0.0788737,-7.38687e-07,0.707667,793.961
0.0566264,0.00446633,15.7222,247.188,1.61508e-06,290.91,300,0.0788737,-7.38594e-07,0.707578,793.961
0.0566508,0.00446826,15.7202,247.126,1.61448e-06,290.91,300,0.0788737,-7.38501e-07,0.707489,793.961
0.0566752,0.00447019,15.7183,247.064,1.61387e-06,290.91,300,0.0788737,-7.38408e-07,0.7074,793.961
0.0566997,0.00447211,15.7163,247.002,1.61326e-06,290.91,300,0.0788737,-7.38315e-07,0.707311,793.961
0.0567241,0.00447404,15.7143,246.94,1.61265e-06,290.91,300,0.0788737,-7.38223e-07,0.707222,793.961
0.0567485,0.00447596,15.7123,246.878,1.61204e-06,290.91,300,0.0788737,-7.3813e-07,0.707133,793.961
0.0567729,0.00447789,15.7104,246.816,1.61143e-06,290.91,300,0.0788737,-7.38037e-07,0.707044,793.961
0.0567973,0.00447982,15.7084,246.753,1.61082e-06,290.91,300,0.0788737,-7.37944e-07,0.706955,793.961
0.0568218,0.00448174,15.7064,246.691,1.61022e-06,290.91,300,0.0788737,-7.37851e-07,0.706866,793.961
0.0568462,0.00448367,15.7044,246.629,1.60961e-06,290.91,300,0.0788737,-7.37758e-07,0.706777,793.961
0.0568706,0.00448559,15.7025,246.567,1.609e-06,290.91,300,0.0788737,-7.37665e-07,0.706688,793.961
0.056895,0.00448752,15.7005,246.505,1.60839e-06,290.91,300,0.0788737,-7.37572e-07,0.706599,793.961
0.0569194,0.00448945,15.6985,246.443,1.60778e-06,290.91,300,0.0788737,-7.3748e-07,0.70651,793.961
0.0569438,0.00449137,15.6965,246.381,1.60718e-06,290.91,300,0.0788737,-7.37387e-07,0.706421,793.961
0.0569683,0.0044933,15.6945,246.319,1.60657e-06,290.91,300,0.0788737,-7.37294e-07,0.706332,793.961
0.0569927,0.00449522,15.6926,246.257,1.60596e-06,290.91,300,0.0788737,-7.37201e-07,0.706243,793.961
0.0570171,0.00449715,15.6906,246.194,1.60535e-06,290.91,300,0.0788737,-7.37108e-07,0.706154,793.961
0.0570415,0.00449908,15.6886,246.132,1.60475e-06,290.91,300,0.0788737,-7.37015e-07,0.706065,793.961
0.0570659,0.004501,15.6866,246.07,1.60414e-06,290.91,300,0.0788737,-7.36922e-07,0.705976,793.961
0.0570904,0.00450293,15.6846,246.008,1.60353e-06,290.91,300,0.0788737,-7.36829e-07,0.705887,793.961
0.0571148,0.00450485,15.6827,245.946,1.60292e-06,290.91,300,0.0788737,-7.36736e-07,0.705798,793.961
0.0571392,0.00450678,15.6807,245.884,1.60232e-06,290.91,300,0.0788737,-7.36643e-07,0.705709,793.961
0.0571636,0.00450871,15.6787,245.822,1.60171e-06,290.91,300,0.0788737,-7.3655e-07,0.705619,793.961
0.057188,0.00451063,15.6767,245.76,1.6011e-06,290.91,300,0.0788737,-7.36457e-07,0.70553,793.961
0.0572125,0.00451256,15.6747,245.697,1.6005e-06,290.91,300,0.0788737,-7.36364e-07,0.705441,793.961
0.0572369,0.00451448,15.6728,245.635,1.59989e-06,290.91,300,0.0788737,-7.36271e-07,0.705352,793.961
0.0572613,0.00451641,15.6708,245.573,1.59928e-06,290.91,300,0.0788737,-7.36177e-07,0.705263,793.961
0.0572857,0.00451834,15.6688,245.511,1.59867e-06,290.91,300,0.0788737,-7.36084e-07,0.705174,793.961
0.0573101,0.00452026,15.6668,245.449,1.59807e-06,290.91,300,0.0788737,-7.35991e-07,0.705084,793.961
0.0573345,0.00452219,15.6648,245.387,1.59746e-06,290.91,300,0.0788737,-7.35898e-07,0.704995,793.961
0.057359,0.00452411,15.6628,245.325,1.59685e-06,290.91,300,0.0788737,-7.35805e-07,0.704906,793.961
0.0573834,0.00452604,15.6609,245.263,1.59625e-06,290.91,300,0.0788737,-7.35712e-07,0.704817,793.961
0.0574078,0.00452797,15.6589,245.2,1.59564e-06,290.91,300,0.0788737,-7.35619e-07,0.704728,793.961
0.0574322,0.00452989,15.6569,245.138,1.59504e-06,290.91,300,0.0788737,-7.35526e-07,0.704638,793.961
0.0574566,0.00453182,15.6549,245.076,1.59443e-06,290.91,300,0.0788737,-7.35432e-07,0.704549,793.961
0.0574811,0.00453374,15.6529,245.014,1.59382e-06,290.91,300,0.0788737,-7.35339e-07,0.70446,793.961
0.0575055,0.00453567,15.6509,244.952,1.59322e-06,290.91,300,0.0788737,-7.35246e-07,0.704371,793.961
0.0575299,0.0045376,15.649,244.89,1.59261e-06,290.91,300,0.0788737,-7.35153e-07,0.704281,793.961
0.0575543,0.00453952,15.647,244.828,1.59201e-06,290.91,300,0.0788737,-7.3506e-07,0.704192,793.961
0.0575787,0.00454145,15.645,244.766,1.5914e-06,290.91,300,0.0788737,-7.34966e-07,0.704103,793.961
0.0576031,0.00454337,15.643,244.704,1.59079e-06,290.91,300,0.0788737,-7.34873e-07,0.704013,793.961
0.0576276,0.0045453,15.641,244.641,1.59019e-06,290.91,300,0.0788737,-7.3478e-07,0.703924,793.961
0.057652,0.00454723,15.639,244.579,1.58958e-06,290.91,300,0.0788737,-7.34687e-07,0.703835,793.961
0.0576764,0.00454915,15.637,244.517,1.58898e-06,290.91,300,0.0788737,-7.34593e-07,0.703745,793.961
0.0577008,0.00455108,15.6351,244.455,1.58837e-06,290.91,300,0.0788737,-7.345e-07,0.703656,793.961
0.0577252,0.004553,15.6331,244.393,1.58777e-06,290.91,300,0.0788737,-7.34407e-07,0.703567,793.961
0.0577497,0.00455493,15.6311,244.331,1.58716e-06,290.91,300,0.0788737,-7.34313e-07,0.703477,793.961
0.0577741,0.00455686,15.6291,244.269,1.58656e-06,290.91,300,0.0788737,-7.3422e-07,0.703388,793.961
0.0577985,0.00455878,15.6271,244.207,1.58595e-06,290.91,300,0.0788737,-7.34127e-07,0.703298,793.961
0.0578229,0.00456071,15.6251,244.144,1.58535e-06,290.91,300,0.0788737,-7.34033e-07,0.703209,793.961
0.0578473,0.00456263,15.6231,244.082,1.58474e-06,290.91,300,0.0788737,-7.3394e-07,0.70312,793.961
0.0578717,0.00456456,15.6211,244.02,1.58414e-06,290.91,300,0.0788737,-7.33847e-07,0.70303,793.961
0.0578962,0.00456649,15.6192,243.958,1.58353e-06,290.91,300,0.0788737,-7.33753e-07,0.702941,793.961
0.0579206,0.00456841,15.6172,243.896,1.58293e-06,290.91,300,0.0788737,-7.3366e-07,0.702851,793.961
0.057945,0.00457034,15.6152,243.834,1.58232e-06,290.91,300,0.0788737,-7.33566e-07,0.702762,793.961
0.0579694,0.00457226,15.6132,243.772,1.58172e-06,290.91,300,0.0788737,-7.33473e-07,0.702672,793.961
0.0579938,0.00457419,15.6112,243.71,1.58111e-06,290.91,300,0.0788737,-7.3338e-07,0.702583,793.961
0.0580183,0.00457612,15.6092,243.648,1.58051e-06,290.91,300,0.0788737,-7.33286e-07,0.702493,793.961
0.0580427,0.00457804,15.6072,243.585,1.5799e-06,290.91,300,0.0788737,-7.33193e-07,0.702404,793.961
0.0580671,0.00457997,15.6052,243.523,1.5793e-06,290.91,300,0.0788737,-7.33099e-07,0.702314,793.961
0.0580915,0.00458189,15.6032,243.461,1.57869e-06,290.91,300,0.0788737,-7.33006e-07,0.702225,793.961
0.0581159,0.00458382,15.6013,243.399,1.57809e-06,290.91,300,0.0788737,-7.32912e-07,0.702135,793.961
0.0581404,0.00458575,15.5993,243.337,1.57749e-06,290.91,300,0.0788737,-7.32819e-07,0.702045,793.961
0.0581648,0.00458767,15.5973,243.275,1.57688e-06,290.91,300,0.0788737,-7.32725e-07,0.701956,793.961
0.0581892,0.0045896,15.5953,243.213,1.57628e-06,290.91,300,0.0788737,-7.32632e-07,0.701866,793.961
0.0582136,0.00459152,15.5933,243.151,1.57567e-06,290.91,300,0.0788737,-7.32538e-07,0.701777,793.961
0.058238,0.00459345,15.5913,243.088,1.57507e-06,290.91,300,0.0788737,-7.32445e-07,0.701687,793.961
0.0582624,0.00459538,15.5893,243.026,1.57447e-06,290.91,300,0.0788737,-7.32351e-07,0.701597,793.961
0.0582869,0.0045973,15.5873,242.964,1.57386e-06,290.91,300,0.0788737,-7.32257e-07,0.701508,793.961
0.0583113,0.00459923,15.5853,242.902,1.57326e-06,290.91,300,0.0788737,-7.32164e-07,0.701418,793.961
0.0583357,0.00460115,15.5833,242.84,1.57266e-06,290.91,300,0.0788737,-7.3207e-07,0.701328,793.961
0.0583601,0.00460308,15.5813,242.778,1.57205e-06,290.91,300,0.0788737,-7.31977e-07,0.701239,793.961
0.0583845,0.004605,15.5793,242.716,1.57145e-06,290.91,300,0.0788737,-7.31883e-07,0.701149,793.961
0.058409,0.00460693,15.5773,242.654,1.57085e-06,290.91,300,0.0788737,-7.31789e-07,0.701059,793.961
0.0584334,0.00460886,15.5754,242.592,1.57024e-06,290.91,300,0.0788737,-7.31696e-07,0.70097,793.961
0.0584578,0.00461078,15.5734,242.529,1.56964e-06,290.91,300,0.0788737,-7.31602e-07,0.70088,793.961
0.0584822,0.00461271,15.5714,242.467,1.56904e-06,290.91,300,0.0788737,-7.31508e-07,0.70079,793.961
0.0585066,0.00461463,15.5694,242.405,1.56843e-06,290.91,300,0.0788737,-7.31415e-07,0.7007,793.961
0.058531,0.00461656,15.5674,242.343,1.56783e-06,290.91,300,0.0788737,-7.31321e-07,0.700611,793.961
0.0585555,0.00461849,15.5654,242.281,1.56723e-06,290.91,300,0.0788737,-7.31227e-07,0.700521,793.961
0.0585799,0.00462041,15.5634,242.219,1.56663e-06,290.91,300,0.0788737,-7.31134e-07,0.700431,793.961
0.0586043,0.00462234,15.5614,242.157,1.56602e-06,290.91,300,0.0788737,-7.3104e-07,0.700341,793.961
0.0586287,0.00462426,15.5594,242.095,1.56542e-06,290.91,300,0.0788737,-7.30946e-07,0.700251,793.961
0.0586531,0.00462619,15.5574,242.032,1.56482e-06,290.91,300,0.0788737,-7.30852e-07,0.700162,793.961
0.0586776,0.00462812,15.5554,241.97,1.56422e-06,290.91,300,0.0788737,-7.30759e-07,0.700072,793.961
0.058702,0.00463004,15.5534,241.908,1.56361e-06,290.91,300,0.0788737,-7.30665e-07,0.699982,793.961
0.0587264,0.00463197,15.5514,241.846,1.56301e-06,290.91,300,0.0788737,-7.30571e-07,0.699892,793.961
0.0587508,0.00463389,15.5494,241.784,1.56241e-06,290.91,300,0.0788737,-7.30477e-07,0.699802,793.961
0.0587752,0.00463582,15.5474,241.722,1.56181e-06,290.91,300,0.0788737,-7.30383e-07,0.699713,793.961
0.0587997,0.00463775,15.5454,241.66,1.5612e-06,290.91,300,0.0788737,-7.3029e-07,0.699623,793.961
0.0588241,0.00463967,15.5434,241.598,1.5606e-06,290.91,300,0.0788737,-7.30196e-07,0.699533,793.961
0.0588485,0.0046416,15.5414,241.536,1.56e-06,290.91,300,0.0788737,-7.30102e-07,0.699443,793.961
0.0588729,0.00464352,15.5394,241.473,1.5594e-06,290.91,300,0.0788737,-7.30008e-07,0.699353,793.961
0.0588973,0.00464545,15.5374,241.411,1.5588e-06,290.91,300,0.0788737,-7.29914e-07,0.699263,793.961
